Annual Income (k$),Spending Score (1-100)
30.059191363670003,6.9842513967505
37.493449177834734,5.300420607608558
93.87194329135897,73.68834046139527
58.82407963102296,91.48935044802407
22.941865199880596,77.02311914056335
35.38323117334963,9.49142417719073
113.28822387068077,56.731155469635
94.10786576671529,63.54802799863683
38.03231599452191,11.38479047660491
64.83473962339372,84.14916217262223
36.308004554237,3.871359601312803
44.66329629301629,3.104585764259095
28.50616994484296,84.42965861536949
22.859812745932942,78.99385970853417
39.59074591631962,6.660178904405293
92.40323013283158,71.26074002469304
108.80716864642773,51.41902582473951
31.294520866674596,79.42862786549297
37.46253879214516,7.7815873591206755
98.59285771486348,54.83566720582365
114.2974334553203,50.72970031414767
24.94868711705289,77.12084664658288
63.9311763071065,88.73011665763501
57.20846474669596,87.02296528885377
38.76221759766606,6.8916692981967556
39.31492657636739,6.133508053814674
64.14643232563617,94.04895273442668
41.784477576837745,8.30636273545793
35.16813336561185,81.485161808045
85.54377677787274,67.52235094707528
33.5177835728543,17.488806192610394
66.28431324210635,96.2280556430784
100.9333434735904,54.35503933192244
30.69758132924234,74.17124149478269
36.097745718746566,78.21301922467718
48.02191959739065,13.167640067997269
88.6775926378797,57.86892471288002
33.51018971670245,75.71490017685689
25.16746068690116,85.23538957628027
94.80524358464945,66.58749518013664
22.861014014116925,78.10895597495984
90.03731888758853,63.46371331006795
111.15698010975804,55.28628530216956
22.287260204105795,76.93206432288363
93.33965743039012,66.23916106478794
21.732031270025715,81.9545330090918
97.01115692528663,73.01164433537069
27.284977329859267,77.50962747633649
107.27688900636232,65.1652977171091
111.07334889866195,57.605089773307746
41.24006990261921,11.446812905028931
89.23310180187234,63.241249850241516
104.77022281154409,53.110037788020854
109.94722006224707,57.447836899705734
107.37193671867213,51.00263119838476
94.91345504653225,61.241830202627476
63.70605840249302,91.60494133431466
24.14772500603586,84.26672458380888
119.15790862815912,56.65992343280073
39.15289010293649,8.42783506830191
80.25055950068409,61.97835781014067
43.856257437964196,6.546650925157443
28.320650617446262,82.61032379246632
95.05594726898629,71.10428795837936
92.53341036714757,72.0618174930599
40.115664512697066,15.207191590790828
40.63248473595472,11.520095668868432
103.29993223289975,56.04249503822548
87.32608402294323,64.45121118750285
25.502506678232425,81.53293068476773
38.659250990696414,9.00974921365062
23.25658160766336,83.88067612505075
97.40634526352149,62.87528340002505
36.48009305251052,13.437983922064973
94.38828988539876,63.51089782921909
40.95816530316185,7.322687201759479
92.68190208521959,61.83952050949633
21.56550679478358,4.782114570809387
68.1443090615559,90.65632431417549
96.53839388854561,61.73705359917923
117.7857684011957,56.00727292781966
110.9167358776089,53.77860273972431
60.361992110775105,88.69705860811548
99.95574328932118,67.42426470269295
103.3422985353684,56.00629247980393
43.993456433282006,9.044041579263737
104.67306976984776,53.60775111925186
28.98685717892172,76.75637525185441
38.113811787864826,11.657833454797425
37.45075713260893,9.436740305537898
64.33041566896937,85.19312732838749
62.18584156129539,92.1696255254894
25.59754332789791,83.37167199604022
108.89945136623486,49.68168963376222
111.12297434541775,69.78260906538132
84.20780281695778,67.44240738820844
96.56481514064588,60.62152760211488
32.88738847788133,81.64347174646586
68.50962458720926,95.48689447281542
65.77207104252062,89.65417135794952
106.37982886744494,57.56694493105673
106.1881985628126,54.40930724280853
32.98154566133297,8.71573436783563
43.29145223446058,9.000130488016723
34.00995564315667,8.08821494687302
92.79557531867347,63.2798494151608
105.05396185958496,56.84614974308864
20.716917268235854,84.1383406479208
107.02723077226256,57.169737053534504
38.93992128119814,6.419745527200557
15.278471460917155,80.97806585729953
61.16255490813997,92.45140359349007
20.21033907588719,80.76093392828882
32.71232529563065,10.842348212097212
71.7917178685718,87.84475659545652
89.59748995207136,68.30683071936897
61.538841199088004,88.7684797998545
